ai_visibility_event_id,run_id,url,potential_score,visibility_json
10,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/dentists,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/dentists""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
20,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/foundation-repair,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/foundation-repair""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
14,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/hvac,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/hvac""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
5,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
49,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/builder-incentives,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/builder-incentives""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
34,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/case-study,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/case-study""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
35,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/data-maturity,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/data-maturity""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
45,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/map-pack-playbook,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/map-pack-playbook""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
53,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/recruiting,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/recruiting""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
47,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/site-speed,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/site-speed""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
30,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/smb-guide,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/smb-guide""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
50,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-cost-stack,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/texas-cost-stack""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
51,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-market-2026,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/texas-market-2026""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
52,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-seo,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/texas-seo""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
54,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/video-strategy,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights/video-strategy""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
57,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Growth,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights?topic=Growth""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
55,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Local+SEO,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights?topic=Local+SEO""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
56,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Performance,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights?topic=Performance""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
58,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Real+Estate,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights?topic=Real+Estate""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
48,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=SMB,83,"{""adapter_errors"": [], ""adapters_applied"": [], ""observed_evidence"": {""chatgpt_referrals"": 0, ""eligibility_reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""governance_blocked_bots"": [], ""gsc_clicks"": 0, ""gsc_impressions"": 0, ""has_chatgpt_utm_hint"": false, ""url"": ""https://www.void-agency.com/insights?topic=SMB""}, ""potential"": {""reasons"": [""max_snippet_non_positive"", ""weak_internal_prominence""], ""score"": 83}}"
